UID,REC
309,"({34: 5.280578759049134}, [34, 3, 11, 22, 83, 87, 48, 81, 1])"
310,"({95: 6.3416508194898285}, [95, 92, 78, 72, 84, 63, 20, 83, 18])"
311,"({72: 4.868494528757607}, [72, 50, 42, 66, 61, 62, 65, 71, 69])"
312,"({89: 6.09486352588336}, [89, 2, 6, 72, 22, 76, 54, 42, 36])"
313,"({96: 1.8551790397141383}, [96, 50, 91, 67, 27, 3, 66, 1, 46])"
314,"({93: 2.0140878710866192}, [93, 27, 10, 11, 65, 77, 47, 7, 12])"
315,"({53: 6.169575544047861}, [53, 68, 83, 72, 100, 89, 76, 85, 80])"
316,"({27: 3.329808927363871}, [27, 34, 81, 6, 66, 61, 39, 78, 14])"
317,"({98: 7.471087019557409}, [98, 14, 72, 65, 12, 83, 76, 80, 89])"
318,"({10: 2.4120819509071314}, [10, 81, 89, 27, 94, 86, 60, 91, 21])"
319,"({83: 4.813367717823365}, [83, 98, 35, 39, 7, 91, 2, 89, 81])"
320,"({78: 7.103463341068869}, [78, 89, 36, 5, 73, 40, 93, 32, 50])"
321,"({48: 6.107157662391009}, [48, 86, 54, 91, 93, 96, 82, 19, 95])"
322,"({35: 7.717333742268077}, [35, 27, 54, 100, 68, 46, 69, 85, 6])"
323,"({36: 0.3783533381113324}, [36, 50, 1, 94, 95, 93, 38, 18, 88])"
324,"({29: 4.301084739934478}, [29, 83, 87, 36, 18, 72, 65, 40, 76])"
325,"({54: 4.304106576509677}, [54, 48, 12, 28, 32, 66, 49, 10, 63])"
326,"({15: 4.971743430927804}, [15, 60, 94, 1, 86, 88, 7, 55, 76])"
327,"({35: 6.496925122541528}, [35, 65, 22, 81, 89, 6, 76, 98, 27])"
328,"({62: 4.12227216753193}, [62, 69, 40, 54, 72, 98, 46, 25, 1])"
329,"({81: 5.186684711338426}, [81, 39, 14, 26, 98, 53, 70, 72, 83])"
330,"({1: 6.65957457468261}, [1, 78, 65, 91, 89, 27, 72, 100, 80])"
331,"({89: 2.8159155575368673}, [89, 76, 91, 94, 88, 62, 78, 82, 60])"
332,"({68: 7.871905248626737}, [68, 61, 47, 93, 70, 82, 84, 55, 46])"
333,"({89: 4.877020705371568}, [89, 42, 53, 36, 29, 62, 72, 26, 66])"
334,"({76: 6.932771066967669}, [76, 89, 72, 88, 97, 83, 68, 73, 56])"
335,"({29: 5.945400673858375}, [29, 72, 35, 95, 2, 61, 78, 83, 56])"
336,"({32: 2.3998599999129104}, [32, 29, 35, 48, 69, 38, 77, 45, 81])"
337,"({97: 4.495942184020441}, [97, 87, 91, 78, 73, 40, 62, 92, 34])"
338,"({83: 4.574417264397086}, [83, 21, 34, 72, 54, 53, 61, 76, 40])"
339,"({72: 7.727700514596984}, [72, 81, 62, 78, 89, 93, 88, 76, 92])"
340,"({35: 3.0172173824855126}, [35, 7, 53, 76, 72, 69, 19, 78, 65])"
341,"({89: 5.734841191350235}, [89, 68, 62, 36, 94, 84, 91, 97, 32])"
342,"({36: 2.7616661041611406}, [36, 100, 2, 56, 72, 97, 76, 69, 98])"
343,"({89: 5.037109167071731}, [89, 72, 65, 73, 5, 11, 22, 40, 90])"
344,"({50: 1.8089802588954886}, [50, 21, 5, 69, 89, 87, 72, 100, 83])"
345,"({68: 8.690472296283746}, [68, 84, 62, 91, 90, 95, 94, 55, 76])"
346,"({66: 1.942729643439951}, [66, 1, 10, 2, 21, 11, 72, 3, 29])"
347,"({27: 6.457953761644125}, [27, 31, 72, 83, 66, 32, 80, 89, 61])"
348,"({89: 2.7430433943969494}, [89, 32, 93, 49, 36, 72, 10, 76, 96])"
349,"({11: 2.7297415233755893}, [11, 89, 36, 95, 87, 94, 88, 91, 81])"
350,"({44: 2.082543810794795}, [44, 64, 9, 41, 6, 88, 40, 37, 34])"
351,"({27: 4.844089371567319}, [27, 31, 40, 62, 49, 2, 56, 1, 6])"
352,"({50: 5.335058520803981}, [50, 29, 22, 27, 81, 38, 89, 97, 26])"
353,"({86: 5.616683442481322}, [86, 94, 10, 78, 1, 57, 11, 95, 43])"
354,"({50: 0.4081549585350486}, [50, 89, 36, 35, 83, 3, 11, 98, 76])"
355,"({89: -1.361809815979181}, [89, 76, 94, 99, 90, 86, 77, 95, 91])"
356,"({52: 5.670929710142929}, [52, 21, 38, 51, 25, 68, 28, 91, 76])"
357,"({36: 4.188290019368802}, [36, 62, 68, 49, 89, 31, 78, 28, 45])"
358,"({76: 0.7506938987241425}, [76, 89, 10, 27, 22, 72, 21, 6, 87])"
359,"({17: -2.765885593765858}, [17, 35, 56, 21, 31, 16, 46, 22, 48])"
360,"({27: 1.9832641139434999}, [27, 69, 21, 72, 93, 49, 65, 25, 45])"
361,"({35: 6.662495109463754}, [35, 53, 36, 68, 88, 93, 42, 96, 8])"
362,"({34: 3.7463664324710413}, [34, 26, 54, 61, 72, 14, 83, 76, 81])"
363,"({89: 4.899616881319122}, [89, 93, 97, 31, 54, 1, 48, 76, 83])"
364,"({87: 3.8669905950434518}, [87, 40, 21, 42, 72, 85, 98, 26, 35])"
365,"({76: 4.827056614738}, [76, 78, 89, 73, 53, 32, 87, 80, 72])"
366,"({1: 4.406946183173242}, [1, 49, 53, 42, 66, 68, 86, 100, 88])"
367,"({15: 1.612207777825135}, [15, 89, 63, 97, 11, 67, 43, 37, 92])"
368,"({1: 4.512235439857108}, [1, 10, 3, 55, 64, 60, 22, 89, 95])"
369,"({32: 5.799597721908297}, [32, 80, 89, 35, 53, 73, 78, 76, 72])"
370,"({66: 2.837688221840128}, [66, 83, 72, 89, 93, 88, 76, 96, 78])"
371,"({89: 6.342309723737417}, [89, 54, 53, 49, 50, 93, 48, 76, 72])"
372,"({89: 6.849487480304322}, [89, 72, 93, 84, 26, 88, 91, 78, 90])"
373,"({50: 4.729750076741701}, [50, 72, 82, 80, 42, 91, 7, 19, 66])"
374,"({89: 1.9394926312539575}, [89, 1, 45, 38, 76, 88, 93, 72, 87])"
375,"({91: 4.874564275449714}, [91, 54, 93, 50, 89, 44, 34, 56, 95])"
376,"({35: 4.643531060294039}, [35, 62, 53, 42, 85, 89, 81, 65, 76])"
377,"({89: 1.8852406327111566}, [89, 71, 15, 32, 27, 85, 99, 67, 98])"
378,"({76: 5.071085776903793}, [76, 81, 98, 95, 93, 88, 91, 62, 9])"
379,"({36: 6.09725467539816}, [36, 89, 54, 65, 66, 56, 76, 2, 26])"
380,"({22: 5.649388943242993}, [22, 3, 34, 1, 55, 100, 2, 81, 50])"
381,"({72: 4.951405764485299}, [72, 27, 69, 89, 56, 29, 46, 68, 65])"
382,"({94: 2.96299097502072}, [94, 86, 10, 60, 67, 16, 91, 55, 89])"
383,"({26: 8.454199683922425}, [26, 27, 35, 53, 50, 68, 21, 66, 79])"
384,"({19: 2.7150708780130697}, [19, 36, 66, 47, 48, 76, 73, 88, 82])"
385,"({39: 3.867683880739802}, [39, 26, 52, 72, 93, 80, 81, 66, 34])"
386,"({89: 1.3491942637947958}, [89, 81, 72, 76, 83, 93, 100, 87, 2])"
387,"({21: 3.2859919864034373}, [21, 53, 50, 42, 34, 98, 25, 72, 22])"
388,"({35: 6.44027376493737}, [35, 50, 36, 27, 89, 62, 46, 21, 59])"
389,"({100: 5.946033214832064}, [100, 14, 46, 36, 53, 50, 85, 11, 81])"
390,"({89: 9.28782781088106}, [89, 76, 72, 27, 93, 61, 92, 83, 91])"
391,"({39: 5.323292891468461}, [39, 34, 66, 40, 62, 53, 56, 45, 3])"
392,"({54: 6.510060104413258}, [54, 76, 50, 63, 2, 32, 93, 65, 92])"
393,"({89: 6.748740621329198}, [89, 92, 96, 32, 54, 84, 47, 69, 26])"
394,"({94: 1.2813645210463753}, [94, 99, 44, 46, 86, 70, 9, 67, 88])"
395,"({89: 0.5205037891705668}, [89, 27, 36, 3, 21, 40, 97, 96, 61])"
396,"({99: 5.966018476381324}, [99, 80, 70, 25, 91, 74, 4, 75, 45])"
397,"({89: 2.0051636202112384}, [89, 86, 32, 91, 88, 50, 83, 90, 72])"
398,"({89: 1.7624989420105575}, [89, 76, 96, 94, 95, 88, 97, 55, 87])"
399,"({50: 6.783579373706562}, [50, 25, 39, 12, 38, 81, 100, 11, 45])"
400,"({94: 6.623415475054042}, [94, 38, 86, 42, 53, 88, 97, 93, 92])"
401,"({21: 2.285725205400447}, [21, 100, 98, 42, 76, 72, 34, 3, 83])"
402,"({89: 2.408653512610978}, [89, 76, 72, 93, 97, 27, 29, 83, 81])"
403,"({29: 5.552465574522866}, [29, 54, 68, 66, 91, 22, 89, 76, 94])"
404,"({78: 9.454013892744932}, [78, 84, 92, 12, 98, 89, 59, 66, 14])"
405,"({68: 2.350795068701433}, [68, 76, 97, 60, 61, 9, 59, 40, 5])"
406,"({48: 5.153884698612201}, [48, 72, 49, 83, 77, 78, 93, 76, 89])"
407,"({47: 9.013421098037796}, [47, 55, 82, 86, 66, 77, 6, 94, 10])"
408,"({29: 5.797756162125074}, [29, 27, 98, 50, 83, 85, 52, 72, 80])"
409,"({83: 3.4007678451074064}, [83, 72, 50, 76, 89, 81, 98, 78, 73])"
410,"({50: 2.494161568884038}, [50, 68, 89, 36, 87, 93, 78, 54, 76])"
411,"({32: 3.4717747809289623}, [32, 91, 66, 47, 36, 86, 94, 76, 72])"
412,"({72: 2.1289959320095293}, [72, 65, 31, 89, 76, 80, 93, 98, 34])"
413,"({68: 2.789602067952644}, [68, 97, 76, 49, 93, 1, 72, 32, 87])"
414,"({32: 4.407883170851454}, [32, 27, 77, 78, 50, 86, 89, 80, 68])"
415,"({89: 4.377050328901776}, [89, 50, 6, 29, 93, 72, 97, 76, 1])"
416,"({62: 9.224946260705824}, [62, 88, 78, 85, 94, 19, 28, 61, 63])"
417,"({10: 3.8342457856801166}, [10, 42, 32, 22, 89, 41, 14, 3, 9])"
418,"({26: 6.465610206187186}, [26, 98, 14, 12, 72, 39, 49, 22, 34])"
419,"({26: 6.676804980529897}, [26, 14, 89, 19, 72, 69, 78, 76, 88])"
420,"({26: 8.088356413347784}, [26, 34, 68, 22, 32, 72, 2, 76, 11])"
421,"({50: 1.504107429317097}, [50, 89, 27, 1, 29, 93, 72, 76, 56])"
422,"({62: 4.871466804134332}, [62, 53, 89, 66, 49, 27, 69, 54, 6])"
423,"({31: 6.352661115056899}, [31, 65, 11, 35, 83, 62, 72, 66, 56])"
424,"({89: 2.114555086178096}, [89, 88, 7, 1, 95, 27, 93, 97, 64])"
425,"({89: 4.815942705900461}, [89, 36, 29, 76, 72, 85, 87, 83, 93])"
426,"({6: 4.109490695350887}, [6, 80, 34, 73, 76, 87, 26, 79, 100])"
427,"({100: 7.24851084266591}, [100, 69, 25, 66, 51, 45, 9, 38, 56])"
428,"({76: 6.015611318898337}, [76, 73, 53, 28, 93, 100, 26, 81, 29])"
429,"({89: 3.7775793828802606}, [89, 94, 91, 92, 86, 97, 68, 96, 28])"
430,"({50: 2.711014465945113}, [50, 22, 55, 89, 12, 38, 54, 98, 87])"
431,"({50: 7.674231387435891}, [50, 56, 89, 72, 15, 83, 88, 46, 76])"
432,"({22: 6.879892497583089}, [22, 51, 26, 3, 39, 46, 81, 6, 72])"
433,"({50: 5.013086994757967}, [50, 32, 94, 91, 88, 56, 1, 31, 59])"
434,"({76: -1.3888332108234824}, [76, 87, 88, 89, 93, 81, 95, 92, 78])"
435,"({94: 6.568838905456125}, [94, 62, 91, 68, 50, 49, 48, 36, 1])"
436,"({98: 1.71074360547105}, [98, 50, 100, 89, 69, 72, 76, 81, 83])"
437,"({35: -1.1217121917751223}, [35, 89, 32, 36, 76, 54, 72, 56, 81])"
438,"({31: 6.806024936085164}, [31, 6, 61, 52, 14, 11, 27, 46, 28])"
439,"({7: 6.940606064870722}, [7, 86, 44, 88, 94, 89, 95, 82, 97])"
440,"({29: 3.5520277981947004}, [29, 53, 14, 97, 49, 98, 12, 89, 76])"
441,"({53: 5.405152318223498}, [53, 80, 81, 76, 35, 31, 72, 68, 87])"
442,"({50: 5.7352273125530555}, [50, 6, 72, 78, 100, 73, 80, 89, 11])"
443,"({34: 8.18224701652056}, [34, 14, 6, 55, 31, 100, 36, 98, 68])"
444,"({89: 2.2869128242233314}, [89, 76, 72, 73, 96, 80, 78, 6, 65])"
445,"({62: 5.255514715648248}, [62, 56, 29, 26, 14, 28, 11, 66, 93])"
446,"({50: 4.876124071851265}, [50, 35, 89, 36, 93, 72, 48, 21, 78])"
447,"({2: 5.940637429742314}, [2, 51, 9, 23, 24, 43, 14, 27, 1])"
448,"({89: 2.4636835804285586}, [89, 95, 49, 96, 6, 90, 76, 55, 93])"
449,"({91: 7.66419040013654}, [91, 83, 80, 82, 42, 26, 98, 39, 61])"
450,"({49: 6.8081770498672425}, [49, 68, 83, 78, 54, 47, 48, 77, 14])"
451,"({29: 3.608899836740968}, [29, 93, 94, 60, 62, 68, 26, 72, 98])"
452,"({89: 0.9192841612014999}, [89, 72, 100, 76, 83, 85, 11, 87, 80])"
453,"({49: 5.1045107757567205}, [49, 26, 21, 32, 90, 34, 27, 82, 87])"
454,"({29: 7.363878007640009}, [29, 7, 49, 8, 37, 65, 31, 71, 42])"
455,"({6: 6.3999081641692985}, [6, 48, 50, 76, 22, 34, 23, 63, 92])"
456,"({32: 6.419161800492383}, [32, 76, 89, 72, 49, 83, 62, 78, 56])"
457,"({32: 4.021580688486891}, [32, 97, 66, 82, 27, 31, 84, 10, 61])"
458,"({65: 1.6136002583740643}, [65, 35, 40, 21, 97, 80, 42, 79, 14])"
459,"({89: 6.820139703600505}, [89, 72, 88, 84, 76, 93, 83, 78, 87])"
460,"({89: 0.8128361826674648}, [89, 35, 76, 32, 36, 56, 7, 96, 46])"
461,"({98: 1.8106715786285834}, [98, 100, 83, 76, 72, 35, 87, 81, 80])"
462,"({41: 2.906508948909579}, [41, 83, 69, 87, 85, 66, 81, 12, 89])"
463,"({47: 9.911188867931015}, [47, 35, 89, 87, 72, 97, 99, 23, 34])"
464,"({76: 1.4517276390241132}, [76, 35, 83, 87, 68, 72, 97, 1, 98])"
465,"({53: 4.636498220728749}, [53, 56, 14, 72, 54, 76, 89, 97, 98])"
466,"({54: 7.287679003126402}, [54, 100, 72, 12, 81, 65, 68, 89, 93])"
467,"({83: 6.029909806796315}, [83, 100, 29, 50, 31, 92, 97, 61, 84])"
468,"({62: 9.685109675132088}, [62, 47, 68, 39, 61, 42, 78, 50, 14])"
469,"({29: 4.760741528635266}, [29, 62, 91, 55, 23, 38, 68, 89, 76])"
470,"({100: 6.296495576418213}, [100, 50, 39, 65, 35, 69, 14, 83, 22])"
471,"({62: 6.555051852401528}, [62, 89, 76, 93, 14, 72, 98, 42, 87])"
472,"({76: 0.3141215690487207}, [76, 89, 83, 72, 97, 100, 31, 93, 98])"
473,"({50: 5.151036782376966}, [50, 89, 90, 97, 84, 53, 83, 21, 63])"
474,"({21: 4.326175703513524}, [21, 61, 11, 83, 52, 89, 92, 19, 62])"
475,"({73: 8.026803280768059}, [73, 51, 87, 62, 39, 53, 63, 86, 97])"
476,"({1: 1.3690304959836017}, [1, 83, 76, 94, 87, 88, 89, 3, 72])"
477,"({35: 7.883175231090322}, [35, 27, 29, 12, 54, 45, 26, 6, 72])"
478,"({81: 0.958100314764831}, [81, 21, 35, 76, 42, 1, 87, 5, 83])"
479,"({76: 1.366359469041713}, [76, 72, 89, 81, 93, 88, 87, 48, 21])"
480,"({32: 6.439667497303175}, [32, 54, 29, 68, 61, 89, 35, 47, 98])"
481,"({53: 9.661282480934595}, [53, 62, 35, 34, 93, 72, 87, 92, 91])"
482,"({1: -1.084046542973119}, [1, 11, 49, 3, 85, 90, 71, 39, 26])"
483,"({89: 0.9683571652094265}, [89, 35, 76, 83, 66, 96, 87, 72, 49])"
484,"({72: -1.2157982579503934}, [72, 85, 75, 21, 39, 98, 29, 66, 92])"
485,"({1: 8.009868248930012}, [1, 22, 4, 29, 51, 40, 53, 24, 38])"
486,"({89: 1.0665511909444156}, [89, 94, 76, 72, 81, 91, 96, 92, 95])"
487,"({76: -0.0733581748561869}, [76, 27, 36, 83, 11, 87, 100, 10, 3])"
488,"({65: 4.738025154221719}, [65, 42, 11, 2, 12, 10, 61, 14, 25])"
489,"({35: 5.640661923834369}, [35, 83, 91, 89, 26, 81, 42, 87, 72])"
490,"({89: 2.548280678035725}, [89, 76, 91, 72, 94, 87, 88, 81, 96])"
491,"({65: 5.475819108226947}, [65, 73, 79, 35, 36, 54, 39, 42, 19])"
492,"({31: 4.806503794618024}, [31, 26, 49, 55, 53, 32, 48, 38, 45])"
493,"({100: 9.38979188013738}, [100, 39, 81, 85, 98, 80, 83, 72, 68])"
494,"({50: 6.707979100749082}, [50, 36, 53, 21, 81, 89, 68, 26, 76])"
495,"({32: 0.0620191367216536}, [32, 19, 35, 66, 78, 15, 74, 58, 23])"
496,"({29: 4.29132335348461}, [29, 72, 39, 83, 25, 2, 76, 89, 81])"
497,"({89: 3.5905764987418722}, [89, 54, 91, 8, 76, 95, 93, 88, 28])"
498,"({80: 2.3181283170646387}, [80, 72, 47, 89, 73, 76, 27, 78, 28])"
499,"({89: 6.031175289274966}, [89, 91, 94, 93, 66, 54, 86, 96, 83])"
500,"({89: 0.2229639721008918}, [89, 94, 76, 97, 86, 95, 91, 87, 96])"
501,"({73: 3.800609707956819}, [73, 11, 12, 81, 39, 70, 93, 78, 26])"
502,"({100: 7.771279100260143}, [100, 51, 53, 34, 22, 35, 80, 2, 69])"
503,"({27: 8.734650554094605}, [27, 35, 81, 21, 87, 39, 72, 100, 83])"
504,"({29: 7.197848372331124}, [29, 1, 42, 32, 88, 97, 3, 81, 91])"
505,"({36: 4.473985373235645}, [36, 89, 56, 14, 62, 35, 26, 98, 68])"
506,"({6: 5.145848587269156}, [6, 61, 38, 27, 11, 89, 25, 70, 46])"
507,"({100: 0.424054015483708}, [100, 98, 83, 41, 89, 72, 85, 76, 21])"
508,"({67: 1.0986824949217768}, [67, 38, 22, 96, 34, 59, 41, 58, 40])"
509,"({3: 1.617800543931079}, [3, 89, 5, 88, 87, 82, 50, 76, 27])"
510,"({27: 2.2358682453816248}, [27, 62, 6, 69, 76, 72, 73, 88, 80])"
511,"({27: 3.5314905331017936}, [27, 50, 89, 91, 76, 87, 72, 93, 88])"
512,"({89: 3.1538849678773966}, [89, 36, 93, 61, 97, 72, 76, 6, 85])"
513,"({89: 3.67707514121258}, [89, 54, 72, 62, 83, 88, 91, 5, 100])"
514,"({89: 6.697106468077012}, [89, 82, 93, 92, 84, 80, 99, 90, 78])"
515,"({89: 2.3554524727110544}, [89, 47, 36, 66, 35, 96, 70, 94, 90])"
516,"({89: -0.439301427974675}, [89, 97, 82, 93, 88, 50, 96, 84, 76])"
517,"({89: 3.0146118173833654}, [89, 11, 72, 93, 3, 88, 82, 1, 40])"
518,"({89: 3.0781684656353687}, [89, 98, 76, 72, 50, 80, 81, 100, 2])"
519,"({3: 3.6682742833444415}, [3, 25, 34, 36, 81, 50, 38, 27, 76])"
520,"({89: 6.5760447935305155}, [89, 78, 28, 90, 48, 84, 82, 88, 32])"
521,"({32: 6.477999577439672}, [32, 80, 62, 31, 72, 89, 76, 93, 98])"
522,"({36: 4.218893698988346}, [36, 27, 98, 83, 7, 31, 72, 53, 81])"
523,"({42: 5.430375332473017}, [42, 72, 83, 69, 98, 46, 100, 68, 89])"
524,"({21: 8.414612877116987}, [21, 70, 11, 31, 53, 99, 92, 100, 33])"
525,"({50: 7.704840936871261}, [50, 53, 32, 96, 76, 68, 72, 91, 49])"
526,"({62: 4.578236099332106}, [62, 54, 69, 34, 35, 10, 72, 55, 39])"
527,"({31: 6.8971155647847455}, [31, 62, 54, 22, 11, 37, 28, 18, 26])"
528,"({3: 7.435852049223368}, [3, 45, 25, 31, 100, 59, 52, 85, 27])"
529,"({21: 8.214965216039943}, [21, 12, 100, 73, 26, 42, 78, 80, 72])"
530,"({96: 4.5069316614503565}, [96, 90, 18, 84, 20, 73, 28, 92, 55])"
531,"({89: 5.3544372297215705}, [89, 76, 97, 94, 93, 28, 96, 92, 72])"
532,"({50: 2.7229647844912406}, [50, 76, 32, 73, 72, 75, 77, 6, 87])"
533,"({29: 7.3143578731778565}, [29, 89, 56, 76, 87, 72, 91, 83, 81])"
534,"({50: 6.039000620828797}, [50, 36, 32, 10, 1, 38, 53, 46, 31])"
535,"({1: 3.1464091944101957}, [1, 50, 93, 72, 2, 94, 96, 48, 63])"
536,"({28: 6.066000369656016}, [28, 32, 90, 26, 14, 6, 84, 39, 94])"
537,"({35: 7.023609383432397}, [35, 38, 47, 36, 31, 50, 54, 91, 72])"
538,"({87: 3.6319319617090393}, [87, 2, 53, 49, 93, 61, 89, 6, 88])"
539,"({89: 3.4928720173384677}, [89, 91, 87, 34, 93, 81, 86, 76, 12])"
540,"({89: 1.4537325072155092}, [89, 72, 62, 53, 78, 87, 76, 83, 98])"
541,"({29: 8.651113913849391}, [29, 96, 56, 83, 22, 39, 48, 86, 82])"
542,"({93: 1.3781367899295858}, [93, 12, 49, 70, 72, 1, 87, 88, 18])"
543,"({76: 2.4330681856973317}, [76, 36, 98, 87, 100, 85, 81, 83, 75])"
544,"({87: 0.5574695817145013}, [87, 56, 66, 53, 22, 97, 28, 92, 13])"
545,"({32: 7.136744930551721}, [32, 89, 83, 78, 40, 72, 68, 98, 81])"
546,"({61: 6.517041784715435}, [61, 89, 62, 36, 72, 14, 100, 56, 12])"
547,"({29: 7.006964080446221}, [29, 36, 91, 20, 40, 39, 69, 10, 38])"
548,"({36: 4.158577692518839}, [36, 10, 62, 91, 86, 94, 87, 89, 88])"
549,"({10: 3.5645561726054416}, [10, 18, 64, 97, 37, 43, 89, 58, 22])"
550,"({93: 4.032720070399755}, [93, 90, 97, 100, 82, 73, 62, 65, 28])"
551,"({46: 4.212100963043438}, [46, 14, 35, 78, 70, 94, 77, 88, 48])"
552,"({89: 5.335853975505472}, [89, 38, 91, 94, 55, 97, 93, 95, 72])"
553,"({78: 4.101928366508333}, [78, 83, 72, 85, 53, 27, 80, 76, 98])"
554,"({44: 3.419059971618807}, [44, 86, 67, 22, 94, 55, 9, 41, 57])"
555,"({50: 5.062609344693428}, [50, 29, 53, 88, 62, 93, 95, 60, 45])"
556,"({32: 4.455360107752197}, [32, 6, 47, 91, 97, 63, 96, 93, 94])"
557,"({62: 2.3849737385201397}, [62, 89, 96, 56, 76, 93, 60, 1, 95])"
558,"({2: 0.9524719015395977}, [2, 46, 28, 49, 65, 29, 3, 69, 81])"
559,"({29: 7.261697007190925}, [29, 35, 69, 76, 12, 65, 26, 89, 72])"
560,"({1: 0.33873976792740684}, [1, 89, 3, 27, 93, 10, 76, 94, 91])"
561,"({68: 8.922265460837453}, [68, 31, 49, 35, 36, 72, 89, 87, 65])"
562,"({95: -0.05707443000334336}, [95, 6, 57, 87, 50, 58, 80, 60, 28])"
563,"({32: 4.412119292735344}, [32, 89, 29, 97, 86, 93, 94, 91, 84])"
564,"({11: 6.102114327934341}, [11, 66, 40, 10, 22, 21, 68, 70, 46])"
565,"({29: 1.5069625513643068}, [29, 76, 83, 27, 72, 81, 26, 98, 89])"
566,"({89: 4.390858564164329}, [89, 90, 94, 97, 84, 86, 82, 63, 93])"
567,"({10: 2.2626587523576496}, [10, 3, 34, 29, 21, 50, 1, 22, 44])"
568,"({42: 0.9055629256265714}, [42, 98, 83, 72, 2, 14, 31, 76, 81])"
569,"({1: 5.065721935815616}, [1, 49, 91, 31, 42, 81, 100, 78, 88])"
570,"({47: 5.490367499960482}, [47, 34, 66, 38, 70, 22, 45, 61, 39])"
571,"({100: 4.3969308009282315}, [100, 80, 76, 72, 62, 81, 78, 87, 11])"
572,"({29: 3.639964944827891}, [29, 89, 91, 83, 81, 69, 93, 72, 94])"
573,"({89: 1.0580764946618986}, [89, 76, 80, 73, 72, 96, 77, 93, 94])"
574,"({29: 3.56577621045838}, [29, 7, 72, 11, 15, 86, 46, 84, 41])"
575,"({68: 3.5664327364105146}, [68, 93, 72, 83, 98, 12, 77, 91, 54])"
576,"({40: 3.3929880184490435}, [40, 100, 3, 12, 85, 27, 52, 6, 14])"
577,"({86: 2.9178931312571628}, [86, 94, 60, 82, 8, 89, 50, 97, 22])"
578,"({89: 2.938068760003427}, [89, 94, 86, 60, 91, 96, 72, 10, 92])"
579,"({89: 2.6306477521415497}, [89, 96, 97, 71, 72, 93, 1, 91, 95])"
580,"({97: 2.805370327600283}, [97, 47, 49, 48, 20, 92, 72, 71, 29])"
581,"({68: 3.5340518344008114}, [68, 48, 47, 89, 84, 76, 63, 90, 96])"
582,"({80: 7.008539035400804}, [80, 73, 98, 78, 51, 11, 85, 72, 83])"
583,"({53: 7.283726670983822}, [53, 26, 22, 12, 66, 93, 81, 96, 97])"
584,"({81: 3.3038554972472465}, [81, 89, 83, 27, 76, 72, 78, 80, 73])"
585,"({91: -0.9772169731617292}, [91, 54, 53, 13, 19, 93, 56, 92, 65])"
586,"({89: 3.0628792209440205}, [89, 76, 54, 98, 93, 72, 88, 94, 81])"
587,"({62: 1.608178326637778}, [62, 36, 28, 76, 86, 8, 26, 72, 16])"
588,"({50: 6.581482129227066}, [50, 69, 61, 1, 38, 91, 56, 94, 9])"
589,"({94: 7.71229751665553}, [94, 68, 48, 97, 89, 91, 92, 93, 9])"
590,"({86: 5.777765104487393}, [86, 23, 88, 94, 57, 9, 78, 67, 18])"
591,"({73: 4.891575385437331}, [73, 85, 77, 53, 92, 35, 12, 6, 61])"
592,"({27: 6.862406156989609}, [27, 21, 54, 98, 89, 28, 26, 65, 42])"
593,"({63: 6.130485233045912}, [63, 89, 66, 84, 6, 86, 82, 36, 77])"
594,"({50: 0.6023215678728813}, [50, 29, 2, 46, 54, 27, 65, 35, 31])"
595,"({78: 5.226584150541422}, [78, 89, 96, 77, 76, 72, 97, 88, 99])"
596,"({97: 5.8743950203768005}, [97, 49, 35, 72, 63, 56, 38, 46, 37])"
597,"({91: 3.5144943492176726}, [91, 80, 89, 73, 90, 27, 72, 77, 78])"
598,"({21: 7.408269596388571}, [21, 42, 100, 26, 39, 49, 14, 6, 69])"
599,"({32: 4.962060771266344}, [32, 6, 93, 76, 56, 89, 94, 63, 1])"
600,"({89: 5.263227694418767}, [89, 76, 27, 94, 91, 86, 96, 93, 77])"
601,"({56: 6.940433519301138}, [56, 29, 50, 53, 68, 14, 35, 26, 49])"
602,"({53: 2.3948227375597377}, [53, 89, 29, 76, 80, 87, 83, 72, 81])"
603,"({55: 5.110866380570991}, [55, 91, 9, 86, 94, 87, 76, 22, 72])"
604,"({21: 6.724752030265884}, [21, 50, 36, 26, 100, 39, 35, 32, 81])"
605,"({61: 7.43026404797166}, [61, 27, 9, 6, 68, 85, 100, 47, 67])"
606,"({50: 1.5390384729393987}, [50, 72, 14, 83, 89, 98, 76, 53, 87])"
607,"({35: 5.851386967447876}, [35, 50, 66, 81, 69, 54, 76, 72, 68])"
608,"({89: 3.0776387306119872}, [89, 50, 54, 72, 83, 61, 76, 5, 81])"
609,"({89: 1.1595385434128531}, [89, 87, 94, 86, 53, 98, 91, 78, 72])"
610,"({50: 5.106038667023919}, [50, 42, 25, 26, 46, 6, 31, 72, 2])"
611,"({89: 3.8049069736765286}, [89, 1, 38, 93, 50, 27, 28, 60, 61])"
612,"({89: 1.1173651674217433}, [89, 72, 50, 83, 87, 76, 3, 6, 88])"
613,"({27: 3.3476721433053616}, [27, 76, 72, 61, 80, 6, 100, 36, 14])"
614,"({55: 1.4334419086047259}, [55, 46, 48, 68, 22, 63, 35, 15, 95])"
615,"({62: 5.0348017063418045}, [62, 88, 87, 89, 56, 72, 93, 81, 76])"
616,"({53: 9.85693765833388}, [53, 21, 61, 6, 31, 42, 25, 89, 52])"
